վ��,time,PM2.5,PM10,NO2,temperature,humidity
΢վ2,2022/11/9 10:00,20,56,25,21.1,72
΢վ2,2022/11/9 11:00,14,40,20,22.2,66
΢վ2,2022/11/9 12:00,13,39,26,22.2,65
΢վ2,2022/11/9 13:00,15,43,28,22.3,67
΢վ2,2022/11/9 14:00,14,42,26,22.7,67
΢վ2,2022/11/9 15:00,13,40,26,22.9,66
΢վ2,2022/11/9 16:00,14,43,29,22.6,66
΢վ2,2022/11/9 17:00,18,56,33,21.8,70
΢վ2,2022/11/9 18:00,24,73,34,21.4,72
΢վ2,2022/11/9 19:00,27,80,36,20.7,76
΢վ2,2022/11/9 20:00,31,86,36,20,79
΢վ2,2022/11/9 21:00,36,102,37,19.4,82
΢վ2,2022/11/9 22:00,38,106,36,19,83
΢վ2,2022/11/9 23:00,34,93,36,17.9,88
΢վ2,2022/11/10 0:00,34,96,36,17.7,89
΢վ2,2022/11/10 1:00,33,95,35,17.8,89
΢վ2,2022/11/10 2:00,36,100,35,17.9,89
΢վ2,2022/11/10 3:00,39,104,33,17.8,89
΢վ2,2022/11/10 4:00,36,92,34,17.6,92
΢վ2,2022/11/10 5:00,29,70,31,18,92
΢վ2,2022/11/10 6:00,28,69,29,18.2,92
΢վ2,2022/11/10 7:00,33,79,29,18.4,92
΢վ2,2022/11/10 8:00,47,114,29,18.4,92
΢վ2,2022/11/10 9:00,57,141,24,19.1,89
΢վ2,2022/11/10 10:00,55,138,23,20.5,82
΢վ2,2022/11/10 11:00,43,107,17,22.9,71
΢վ2,2022/11/10 12:00,36,90,19,24.5,64
΢վ2,2022/11/10 13:00,35,89,24,25.6,60
΢վ2,2022/11/10 14:00,30,77,26,25.6,59
΢վ2,2022/11/10 15:00,30,77,30,25.3,59
΢վ2,2022/11/10 16:00,41,108,36,24.2,66
΢վ2,2022/11/10 17:00,40,110,35,22.6,71
΢վ2,2022/11/10 18:00,47,121,38,21.3,78
΢վ2,2022/11/10 19:00,32,82,30,20.6,81
΢վ2,2022/11/10 20:00,35,90,32,19.9,84
΢վ2,2022/11/10 21:00,36,90,30,19.5,86
΢վ2,2022/11/10 22:00,36,90,30,19.2,86
΢վ2,2022/11/10 23:00,40,100,30,19.3,88
΢վ2,2022/11/11 0:00,35,88,27,19.8,86
΢վ2,2022/11/11 1:00,35,88,28,19.8,86
΢վ2,2022/11/11 2:00,33,83,27,19.8,86
΢վ2,2022/11/11 3:00,32,81,28,19.9,86
΢վ2,2022/11/11 4:00,37,94,30,19.9,88
΢վ2,2022/11/11 5:00,46,117,30,19.8,91
΢վ2,2022/11/11 6:00,52,131,29,19.7,92
΢վ2,2022/11/11 7:00,62,156,29,19.8,92
΢վ2,2022/11/11 8:00,56,147,27,20.5,90
΢վ2,2022/11/11 9:00,46,121,26,21.4,86
΢վ2,2022/11/11 10:00,36,97,24,22.7,80
΢վ2,2022/11/11 11:00,33,90,25,22.9,80
΢վ2,2022/11/11 12:00,20,55,26,23.8,76
΢վ2,2022/11/11 13:00,12,33,21,24.8,69
΢վ2,2022/11/11 14:00,11,32,26,24.7,70
΢վ2,2022/11/11 15:00,11,33,29,24.7,69
΢վ2,2022/11/11 16:00,15,42,34,23.7,74
΢վ2,2022/11/11 17:00,19,52,36,22.6,80
΢վ2,2022/11/11 18:00,20,54,35,21.9,84
΢վ2,2022/11/11 19:00,21,57,34,21.3,87
΢վ2,2022/11/11 20:00,22,59,33,21,89
΢վ2,2022/11/11 21:00,21,58,30,21.4,87
΢վ2,2022/11/11 22:00,18,48,27,21.6,84
΢վ2,2022/11/11 23:00,17,45,28,21.2,85
΢վ2,2022/11/12 0:00,18,48,30,20.7,88
΢վ2,2022/11/12 1:00,18,48,29,20.7,88
΢վ2,2022/11/12 2:00,19,49,28,20.7,89
΢վ2,2022/11/12 3:00,20,52,28,20.5,90
΢վ2,2022/11/12 4:00,21,54,29,20.6,91
΢վ2,2022/11/12 5:00,22,56,27,20.7,91
΢վ2,2022/11/12 6:00,25,64,28,20.7,90
΢վ2,2022/11/12 7:00,22,56,23,21.8,85
΢վ2,2022/11/12 8:00,19,51,18,23.3,79
΢վ2,2022/11/12 9:00,15,40,15,25.1,70
΢վ2,2022/11/12 10:00,11,31,16,27.8,59
΢վ2,2022/11/12 11:00,9,27,16,29.4,52
΢վ2,2022/11/12 12:00,8,24,20,29.8,48
΢վ2,2022/11/12 13:00,11,34,21,30.6,46
΢վ2,2022/11/12 14:00,13,38,25,30.3,46
΢վ2,2022/11/12 15:00,17,48,31,29.6,48
΢վ2,2022/11/12 16:00,26,70,36,28.3,54
΢վ2,2022/11/12 17:00,30,89,35,27.1,59
΢վ2,2022/11/12 18:00,29,78,34,25,67
΢վ2,2022/11/12 19:00,27,68,32,24.1,70
΢վ2,2022/11/12 20:00,22,62,31,22.4,76
΢վ2,2022/11/12 21:00,23,59,30,20.7,79
΢վ2,2022/11/12 22:00,32,82,28,19.7,77
΢վ2,2022/11/12 23:00,23,58,28,19.1,76
΢վ2,2022/11/13 0:00,24,60,29,17.9,81
΢վ2,2022/11/13 1:00,19,49,29,16.5,87
΢վ2,2022/11/13 2:00,9,24,27,14.8,89
΢վ2,2022/11/13 3:00,8,22,26,14.3,87
΢վ2,2022/11/13 4:00,10,27,28,13.6,89
΢վ2,2022/11/13 5:00,11,30,24,13.4,86
΢վ2,2022/11/13 6:00,13,35,23,13.4,82
΢վ2,2022/11/13 7:00,14,41,22,13.2,79
΢վ2,2022/11/13 8:00,16,46,23,13.5,76
΢վ2,2022/11/13 9:00,16,46,22,13.5,73
΢վ2,2022/11/13 10:00,20,56,25,13.7,72
΢վ2,2022/11/13 11:00,20,58,24,14.1,70
΢վ2,2022/11/13 12:00,21,60,24,14,70
΢վ2,2022/11/13 13:00,21,60,25,14,69
΢վ2,2022/11/13 14:00,20,58,25,13.9,68
΢վ2,2022/11/13 15:00,20,56,26,13.5,68
΢վ2,2022/11/13 16:00,18,54,25,13.6,66
΢վ2,2022/11/13 17:00,18,52,26,13.6,66
΢վ2,2022/11/13 18:00,16,49,25,13.7,64
΢վ2,2022/11/13 19:00,15,46,25,13.3,64
΢վ2,2022/11/13 20:00,15,45,26,13.1,65
΢վ2,2022/11/13 21:00,17,49,27,13.1,65
΢վ2,2022/11/13 22:00,19,53,28,12.3,71
΢վ2,2022/11/13 23:00,21,58,28,12.3,71
΢վ2,2022/11/14 0:00,21,57,26,12.3,71
΢վ2,2022/11/14 1:00,23,62,28,11.6,74
΢վ2,2022/11/14 2:00,20,54,27,11.2,75
΢վ2,2022/11/14 3:00,18,51,25,11.3,73
΢վ2,2022/11/14 4:00,18,49,25,11.3,71
΢վ2,2022/11/14 5:00,18,47,25,11.2,69
΢վ2,2022/11/14 6:00,19,51,27,11.2,70
΢վ2,2022/11/14 7:00,20,55,27,11.6,69
΢վ2,2022/11/14 8:00,20,56,24,11.8,67
΢վ2,2022/11/14 9:00,22,61,26,12.5,67
΢վ2,2022/11/14 10:00,24,64,25,13.1,64
΢վ2,2022/11/14 11:00,24,64,24,13.5,62
΢վ2,2022/11/14 12:00,21,58,25,13,61
΢վ2,2022/11/14 13:00,21,57,27,12.9,60
΢վ2,2022/11/14 14:00,23,64,32,12.1,65
΢վ2,2022/11/14 15:00,22,60,37,10.4,79
΢վ2,2022/11/14 16:00,12,43,30,11,73
΢վ2,2022/11/14 17:00,18,57,34,11,78
΢վ2,2022/11/14 18:00,21,64,33,10.8,81
΢վ2,2022/11/14 19:00,22,66,32,11,81
΢վ2,2022/11/14 20:00,22,63,31,11.2,81
΢վ2,2022/11/14 21:00,22,62,30,11.5,80
΢վ2,2022/11/14 22:00,27,75,29,11.7,76
΢վ2,2022/11/14 23:00,30,82,31,11.5,77
΢վ2,2022/11/15 0:00,30,81,29,11.7,76
΢վ2,2022/11/15 1:00,31,80,27,11.4,75
΢վ2,2022/11/15 2:00,31,81,27,11.6,71
΢վ2,2022/11/15 3:00,31,82,29,11.5,72
΢վ2,2022/11/15 4:00,34,88,32,10.9,76
΢վ2,2022/11/15 5:00,38,100,32,10.3,79
΢վ2,2022/11/15 6:00,40,110,31,10,80
΢վ2,2022/11/15 7:00,39,106,26,11.5,74
΢վ2,2022/11/15 8:00,38,102,18,11.9,71
΢վ2,2022/11/15 9:00,34,90,20,13.5,62
΢վ2,2022/11/15 10:00,32,83,20,15.8,53
΢վ2,2022/11/15 11:00,32,84,20,16.8,47
΢վ2,2022/11/15 12:00,30,80,21,17,42
΢վ2,2022/11/15 13:00,27,70,20,18,35
΢վ2,2022/11/15 14:00,28,75,27,17.9,37
΢վ2,2022/11/15 15:00,33,88,32,17.3,40
΢վ2,2022/11/15 16:00,36,96,43,15.5,57
΢վ2,2022/11/15 17:00,44,124,39,13.9,63
΢վ2,2022/11/15 18:00,51,139,40,12.9,68
΢վ2,2022/11/15 19:00,39,109,35,12.5,68
΢վ2,2022/11/15 20:00,36,101,35,12.3,67
΢վ2,2022/11/15 21:00,39,109,36,12.1,69
΢վ2,2022/11/15 22:00,38,105,33,12.1,67
΢վ2,2022/11/15 23:00,38,104,34,11.7,69
΢վ2,2022/11/16 0:00,41,116,34,11,72
΢վ2,2022/11/16 1:00,43,122,33,10.3,76
΢վ2,2022/11/16 2:00,53,142,35,10.6,77
΢վ2,2022/11/16 3:00,58,151,32,10.5,78
΢վ2,2022/11/16 4:00,57,150,30,10.2,79
΢վ2,2022/11/16 5:00,58,152,33,9.3,84
΢վ2,2022/11/16 6:00,81,210,32,8.8,87
΢վ2,2022/11/16 7:00,70,184,28,10.1,82
΢վ2,2022/11/16 8:00,56,152,21,13.2,72
΢վ2,2022/11/16 9:00,60,161,22,15.1,62
΢վ2,2022/11/16 10:00,51,136,18,17,50
΢վ2,2022/11/16 11:00,46,121,21,17.4,38
΢վ2,2022/11/16 12:00,49,128,26,17.2,40
΢վ2,2022/11/16 13:00,45,120,27,17.6,39
΢վ2,2022/11/16 14:00,46,122,26,17.4,40
΢վ2,2022/11/16 15:00,47,126,31,17.4,41
΢վ2,2022/11/16 16:00,46,125,34,17,47
΢վ2,2022/11/16 17:00,45,121,31,16.9,52
΢վ2,2022/11/16 18:00,48,129,38,16.3,60
΢վ2,2022/11/16 19:00,58,149,41,14.7,77
΢վ2,2022/11/16 20:00,50,125,37,14,83
΢վ2,2022/11/16 21:00,56,141,35,13.8,86
΢վ2,2022/11/16 22:00,58,142,33,13.7,89
΢վ2,2022/11/16 23:00,56,139,33,13.7,90
΢վ2,2022/11/17 0:00,59,143,33,13.9,91
΢վ2,2022/11/17 1:00,54,131,33,14,93
΢վ2,2022/11/17 2:00,38,92,31,14.1,93
΢վ2,2022/11/17 3:00,31,76,29,14.3,92
΢վ2,2022/11/17 4:00,23,57,28,14.3,93
΢վ2,2022/11/17 5:00,17,43,28,14.6,93
΢վ2,2022/11/17 6:00,11,28,27,14.4,93
΢վ2,2022/11/17 7:00,8,22,28,14.4,93
΢վ2,2022/11/17 8:00,8,24,28,14.6,93
΢վ2,2022/11/17 9:00,6,18,27,14.6,92
΢վ2,2022/11/17 10:00,8,23,28,14.4,92
΢վ2,2022/11/17 11:00,8,24,28,14.4,92
΢վ2,2022/11/17 12:00,6,18,28,14.4,92
΢վ2,2022/11/17 13:00,5,16,27,14.4,92
΢վ2,2022/11/17 14:00,5,16,27,14.2,93
΢վ2,2022/11/17 15:00,8,22,28,14,93
΢վ2,2022/11/17 16:00,11,29,28,14,92
΢վ2,2022/11/17 17:00,14,38,29,14.1,93
΢վ2,2022/11/17 18:00,10,29,25,14.5,89
΢վ2,2022/11/17 19:00,9,27,27,14.9,87
΢վ2,2022/11/17 20:00,10,30,27,15.1,88
΢վ2,2022/11/17 21:00,10,30,28,15,89
΢վ2,2022/11/17 22:00,10,31,26,15.2,88
΢վ2,2022/11/17 23:00,17,45,28,15.2,89
΢վ2,2022/11/18 0:00,15,42,26,15.2,88
΢վ2,2022/11/18 1:00,11,32,25,15.6,86
΢վ2,2022/11/18 2:00,10,30,25,16,84
΢վ2,2022/11/18 3:00,10,30,25,16.3,83
΢վ2,2022/11/18 4:00,17,45,31,15.7,89
΢վ2,2022/11/18 5:00,17,45,29,15.4,91
΢վ2,2022/11/18 6:00,16,44,28,15.5,91
΢վ2,2022/11/18 7:00,20,54,28,16.1,90
΢վ2,2022/11/18 8:00,19,52,27,16.7,89
΢վ2,2022/11/18 9:00,18,51,25,17.6,86
΢վ2,2022/11/18 10:00,17,46,21,18.6,80
΢վ2,2022/11/18 11:00,16,45,24,19,79
΢վ2,2022/11/18 12:00,14,40,25,19.5,77
΢վ2,2022/11/18 13:00,15,42,25,19.6,77
΢վ2,2022/11/18 14:00,18,45,67,19.3,80
΢վ2,2022/11/18 15:00,19,35,30,19,82
΢վ2,2022/11/18 16:00,20,37,30,18.6,83
΢վ2,2022/11/18 17:00,25,45,32,18.3,85
΢վ2,2022/11/18 18:00,27,49,31,18.2,86
΢վ2,2022/11/18 19:00,29,51,33,17.9,88
΢վ2,2022/11/18 20:00,30,52,31,17.5,90
΢վ2,2022/11/18 21:00,30,52,30,17.5,90
΢վ2,2022/11/18 22:00,31,52,28,17.4,90
΢վ2,2022/11/18 23:00,32,54,31,17.3,91
΢վ2,2022/11/19 0:00,32,54,29,17.4,91
΢վ2,2022/11/19 1:00,35,59,28,17.7,89
΢վ2,2022/11/19 2:00,30,50,28,17.3,91
΢վ2,2022/11/19 3:00,29,49,28,17.8,88
΢վ2,2022/11/19 4:00,30,50,28,17.5,89
΢վ2,2022/11/19 5:00,30,48,30,17.3,91
΢վ2,2022/11/19 6:00,31,50,31,17.1,92
΢վ2,2022/11/19 7:00,31,50,31,17.3,92
΢վ2,2022/11/19 8:00,31,52,29,17.8,91
΢վ2,2022/11/19 9:00,31,51,25,18.8,86
΢վ2,2022/11/19 10:00,32,52,32,18.8,86
΢վ2,2022/11/19 11:00,32,51,36,18.8,88
΢վ2,2022/11/19 12:00,38,60,36,18.4,90
΢վ2,2022/11/19 13:00,39,62,28,18.7,88
΢վ2,2022/11/19 14:00,32,51,28,18.8,86
΢վ2,2022/11/19 15:00,39,62,32,18.8,85
΢վ2,2022/11/19 16:00,40,64,31,18.6,85
΢վ2,2022/11/19 17:00,49,78,34,18,87
΢վ2,2022/11/19 18:00,50,80,32,18,86
΢վ2,2022/11/19 19:00,53,85,29,17.7,86
΢վ2,2022/11/19 20:00,66,106,30,17,88
΢վ2,2022/11/19 21:00,65,104,28,17,85
΢վ2,2022/11/19 22:00,66,105,25,16.9,84
΢վ2,2022/11/19 23:00,55,87,26,16.8,82
΢վ2,2022/11/20 0:00,51,81,27,16.7,82
΢վ2,2022/11/20 1:00,54,86,28,16.6,82
΢վ2,2022/11/20 2:00,67,107,28,16.4,83
΢վ2,2022/11/20 3:00,65,104,27,16.2,84
΢վ2,2022/11/20 4:00,56,90,26,16.3,83
΢վ2,2022/11/20 5:00,57,90,23,16,82
΢վ2,2022/11/20 6:00,38,61,25,16.1,80
΢վ2,2022/11/20 7:00,37,61,28,16.5,79
΢վ2,2022/11/20 8:00,38,62,22,17.1,76
΢վ2,2022/11/20 9:00,36,59,16,17.7,71
΢վ2,2022/11/20 10:00,27,44,17,18.4,66
΢վ2,2022/11/20 11:00,31,51,32,17.6,70
΢վ2,2022/11/20 12:00,36,60,29,17.8,71
΢վ2,2022/11/20 13:00,34,56,23,18.5,67
΢վ2,2022/11/20 14:00,29,47,23,18.9,66
΢վ2,2022/11/20 15:00,31,52,29,18.7,66
΢վ2,2022/11/20 16:00,32,54,32,18.4,67
΢վ2,2022/11/20 17:00,40,69,39,17.9,71
΢վ2,2022/11/20 18:00,41,70,32,17.9,72
΢վ2,2022/11/20 19:00,45,75,33,17.8,73
΢վ2,2022/11/20 20:00,48,82,35,17.6,76
΢վ2,2022/11/20 21:00,50,87,36,17.4,78
΢վ2,2022/11/20 22:00,50,84,33,17.6,78
΢վ2,2022/11/20 23:00,50,84,32,17.5,78
΢վ2,2022/11/21 0:00,50,82,31,17,81
΢վ2,2022/11/21 1:00,54,89,40,16.1,84
΢վ2,2022/11/21 2:00,53,87,30,16.2,83
΢վ2,2022/11/21 3:00,52,88,31,16.2,83
΢վ2,2022/11/21 4:00,55,95,33,15.7,86
΢վ2,2022/11/21 5:00,60,101,34,15.1,87
΢վ2,2022/11/21 6:00,60,100,36,14.6,89
΢վ2,2022/11/21 7:00,60,101,33,15.2,88
΢վ2,2022/11/21 8:00,56,93,15,18,78
΢վ2,2022/11/21 9:00,46,74,8,18.8,71
΢վ2,2022/11/21 10:00,34,54,17,19.7,63
΢վ2,2022/11/21 11:00,29,47,22,20.6,61
΢վ2,2022/11/21 12:00,22,36,22,21.2,59
΢վ2,2022/11/21 13:00,22,37,21,21.4,58
΢վ2,2022/11/21 14:00,25,41,23,21.8,55
΢վ2,2022/11/21 15:00,26,43,31,21.4,58
΢վ2,2022/11/21 16:00,31,54,41,20.9,61
΢վ2,2022/11/21 17:00,42,76,42,20.3,65
΢վ2,2022/11/21 18:00,38,69,40,19.4,71
΢վ2,2022/11/21 19:00,25,46,44,18.9,76
΢վ2,2022/11/21 20:00,27,48,34,19,76
΢վ2,2022/11/21 21:00,38,66,36,18.8,74
΢վ2,2022/11/21 22:00,45,75,37,18.1,77
΢վ2,2022/11/21 23:00,50,83,39,17.9,80
΢վ2,2022/11/22 0:00,36,62,42,17.7,84
΢վ2,2022/11/22 1:00,29,51,36,17.7,86
΢վ2,2022/11/22 2:00,33,56,35,17.1,89
΢վ2,2022/11/22 3:00,35,57,32,16.9,90
΢վ2,2022/11/22 4:00,42,67,32,16.7,91
΢վ2,2022/11/22 5:00,36,58,26,16,89
΢վ2,2022/11/22 6:00,37,60,28,15.9,89
΢վ2,2022/11/22 7:00,29,47,27,16.1,86
΢վ2,2022/11/22 8:00,27,45,31,16.1,86
΢վ2,2022/11/22 9:00,24,40,29,16.1,87
΢վ2,2022/11/22 10:00,31,52,38,16.6,88
΢վ2,2022/11/22 11:00,46,73,35,17.2,89
΢վ2,2022/11/22 12:00,36,57,29,17.4,89
΢վ2,2022/11/22 13:00,32,51,29,17.1,87
΢վ2,2022/11/22 14:00,16,26,33,16.4,88
΢վ2,2022/11/22 15:00,12,21,29,16.5,86
΢վ2,2022/11/22 16:00,11,20,27,16.5,85
΢վ2,2022/11/22 17:00,13,23,27,16.4,84
΢վ2,2022/11/22 18:00,15,25,30,16.3,85
΢վ2,2022/11/22 19:00,14,24,31,15.5,90
΢վ2,2022/11/22 20:00,7,13,24,14.8,88
΢վ2,2022/11/22 21:00,7,14,29,15.1,85
΢վ2,2022/11/22 22:00,11,20,27,15.4,85
΢վ2,2022/11/22 23:00,16,26,27,15.5,85
΢վ2,2022/11/23 0:00,21,35,28,15.4,85
΢վ2,2022/11/23 1:00,24,39,28,15.4,86
΢վ2,2022/11/23 2:00,25,41,26,15.3,85
΢վ2,2022/11/23 3:00,25,41,25,15.3,84
΢վ2,2022/11/23 4:00,25,42,26,15.2,84
΢վ2,2022/11/23 5:00,26,43,26,15.3,84
΢վ2,2022/11/23 6:00,26,43,26,15.3,83
΢վ2,2022/11/23 7:00,29,49,29,15.2,84
΢վ2,2022/11/23 8:00,30,50,26,15.7,82
΢վ2,2022/11/23 9:00,26,45,22,16.6,78
΢վ2,2022/11/23 10:00,25,42,19,17.2,73
΢վ2,2022/11/23 11:00,24,40,20,17.6,70
΢վ2,2022/11/23 12:00,22,37,14,19.4,62
΢վ2,2022/11/23 13:00,18,31,26,18.3,64
΢վ2,2022/11/23 14:00,16,29,24,18.6,62
΢վ2,2022/11/23 15:00,13,27,29,18.4,63
΢վ2,2022/11/23 16:00,12,27,33,17.8,68
΢վ2,2022/11/23 17:00,13,32,34,17.9,67
΢վ2,2022/11/23 18:00,20,45,38,17.8,69
΢վ2,2022/11/23 19:00,20,44,38,16.6,74
΢վ2,2022/11/23 20:00,21,47,40,15.9,78
΢վ2,2022/11/23 21:00,24,52,38,15.5,80
΢վ2,2022/11/23 22:00,19,40,38,14.9,82
΢վ2,2022/11/23 23:00,18,38,39,13.9,86
΢վ2,2022/11/24 0:00,18,38,34,14.2,84
΢վ2,2022/11/24 1:00,19,39,32,14.1,85
΢վ2,2022/11/24 2:00,20,42,31,14.1,85
΢վ2,2022/11/24 3:00,22,45,31,13.8,87
΢վ2,2022/11/24 4:00,23,46,31,14,87
΢վ2,2022/11/24 5:00,23,46,32,14.3,86
΢վ2,2022/11/24 6:00,23,48,30,14.5,84
΢վ2,2022/11/24 7:00,24,50,31,14.9,82
΢վ2,2022/11/24 8:00,24,51,27,15.7,79
΢վ2,2022/11/24 9:00,21,45,21,16.7,73
΢վ2,2022/11/24 10:00,15,33,12,18,62
΢վ2,2022/11/24 11:00,12,28,15,19.5,54
΢վ2,2022/11/24 12:00,11,27,17,20.1,52
΢վ2,2022/11/24 13:00,11,27,20,20.6,50
΢վ2,2022/11/24 14:00,12,29,24,20.5,49
΢վ2,2022/11/24 15:00,15,35,32,20.3,50
΢վ2,2022/11/24 16:00,13,35,35,19.1,51
΢վ2,2022/11/24 17:00,20,51,44,17.6,58
΢վ2,2022/11/24 18:00,21,52,41,16.9,60
΢վ2,2022/11/24 19:00,23,64,44,16.3,63
΢վ2,2022/11/24 20:00,24,65,42,15.8,65
΢վ2,2022/11/24 21:00,24,62,44,15.1,70
΢վ2,2022/11/24 22:00,22,58,42,15,71
΢վ2,2022/11/24 23:00,23,56,43,14.7,75
΢վ2,2022/11/25 0:00,25,61,41,14.5,78
΢վ2,2022/11/25 1:00,27,63,42,14,81
΢վ2,2022/11/25 2:00,26,58,40,13.8,82
΢վ2,2022/11/25 3:00,28,62,37,14.1,81
΢վ2,2022/11/25 4:00,25,55,36,14.6,81
΢վ2,2022/11/25 5:00,24,51,36,14.9,81
΢վ2,2022/11/25 6:00,23,50,37,14.7,83
΢վ2,2022/11/25 7:00,24,59,31,15.8,79
΢վ2,2022/11/25 8:00,20,49,23,17.5,74
΢վ2,2022/11/25 9:00,18,40,15,19.3,68
΢վ2,2022/11/25 10:00,18,38,17,21.3,60
΢վ2,2022/11/25 11:00,16,36,24,21.9,59
΢վ2,2022/11/25 12:00,16,34,32,20.9,63
΢վ2,2022/11/25 13:00,18,40,33,20.6,65
΢վ2,2022/11/25 14:00,23,49,31,20.5,65
΢վ2,2022/11/25 15:00,26,55,29,20.8,62
΢վ2,2022/11/25 16:00,29,65,42,20.1,66
΢վ2,2022/11/25 17:00,32,71,42,19.2,69
΢վ2,2022/11/25 18:00,29,62,44,18.6,70
΢վ2,2022/11/25 19:00,33,73,46,18.3,72
΢վ2,2022/11/25 20:00,37,82,43,17.9,74
΢վ2,2022/11/25 21:00,43,96,43,16.8,80
΢վ2,2022/11/25 22:00,45,96,45,16.6,81
΢վ2,2022/11/25 23:00,42,92,42,16.5,81
΢վ2,2022/11/26 0:00,44,96,35,16.9,79
΢վ2,2022/11/26 1:00,49,104,42,16.4,82
΢վ2,2022/11/26 2:00,51,104,39,16.7,80
΢վ2,2022/11/26 3:00,60,122,38,16.4,81
΢վ2,2022/11/26 4:00,64,129,39,15.8,83
΢վ2,2022/11/26 5:00,57,116,34,15.4,84
΢վ2,2022/11/26 6:00,60,122,36,15.5,84
΢վ2,2022/11/26 7:00,66,136,36,16.1,83
΢վ2,2022/11/26 8:00,61,126,24,19,72
΢վ2,2022/11/26 9:00,54,109,15,19.4,69
΢վ2,2022/11/26 10:00,54,108,30,19.5,68
΢վ2,2022/11/26 11:00,41,82,23,20.2,63
΢վ2,2022/11/26 12:00,35,69,22,20.2,61
΢վ2,2022/11/26 13:00,37,75,30,19.4,64
΢վ2,2022/11/26 14:00,26,53,20,19.7,60
΢վ2,2022/11/26 15:00,21,44,25,19.7,57
΢վ2,2022/11/26 16:00,26,54,36,19.2,61
΢վ2,2022/11/26 17:00,35,74,41,17.9,68
΢վ2,2022/11/26 18:00,29,61,36,17,71
΢վ2,2022/11/26 19:00,28,58,33,16.5,72
΢վ2,2022/11/26 20:00,29,61,37,15.8,75
΢վ2,2022/11/26 21:00,30,62,42,15.3,81
΢վ2,2022/11/26 22:00,30,63,37,15,83
΢վ2,2022/11/26 23:00,34,70,37,14.9,83
΢վ2,2022/11/27 0:00,37,76,38,14.9,84
΢վ2,2022/11/27 1:00,35,71,37,14.4,87
΢վ2,2022/11/27 2:00,34,71,40,14.5,88
΢վ2,2022/11/27 3:00,34,70,33,14.7,88
΢վ2,2022/11/27 4:00,34,69,31,14.8,89
΢վ2,2022/11/27 5:00,36,71,31,14.7,90
΢վ2,2022/11/27 6:00,36,72,32,14.8,90
΢վ2,2022/11/27 7:00,31,61,24,15.7,85
΢վ2,2022/11/27 8:00,24,50,20,16.7,78
΢վ2,2022/11/27 9:00,19,42,21,18.3,72
΢վ2,2022/11/27 10:00,15,34,16,19.4,67
΢վ2,2022/11/27 11:00,14,32,22,19.7,66
΢վ2,2022/11/27 12:00,13,30,25,19.9,65
΢վ2,2022/11/27 13:00,13,29,25,20,64
΢վ2,2022/11/27 14:00,12,27,24,20.1,63
΢վ2,2022/11/27 15:00,13,29,28,20,64
΢վ2,2022/11/27 16:00,15,33,30,19.8,65
΢վ2,2022/11/27 17:00,18,42,35,19,68
΢վ2,2022/11/27 18:00,20,43,36,18.5,72
΢վ2,2022/11/27 19:00,22,49,38,18.1,74
΢վ2,2022/11/27 20:00,24,53,37,17.8,77
΢վ2,2022/11/27 21:00,20,46,37,17.7,79
΢վ2,2022/11/27 22:00,18,41,36,17.9,79
΢վ2,2022/11/27 23:00,19,40,32,17.9,81
΢վ2,2022/11/28 0:00,17,36,32,17.7,82
΢վ2,2022/11/28 1:00,20,40,34,17.3,84
΢վ2,2022/11/28 2:00,17,35,29,17.7,82
΢վ2,2022/11/28 3:00,18,36,31,17.4,83
΢վ2,2022/11/28 4:00,18,36,33,17,85
΢վ2,2022/11/28 5:00,16,33,35,17.5,87
΢վ2,2022/11/28 6:00,14,28,30,18.1,87
΢վ2,2022/11/28 7:00,13,27,26,18.9,85
΢վ2,2022/11/28 8:00,11,24,22,20,81
΢վ2,2022/11/28 9:00,10,24,25,20.7,79
΢վ2,2022/11/28 10:00,10,24,21,22.3,73
΢վ2,2022/11/28 11:00,9,23,20,23.3,69
΢վ2,2022/11/28 12:00,9,23,31,22.7,73
΢վ2,2022/11/28 13:00,11,25,45,21.6,83
΢վ2,2022/11/28 14:00,11,25,43,20.9,86
΢վ2,2022/11/28 15:00,13,29,36,20.3,88
΢վ2,2022/11/28 16:00,14,30,34,20.1,88
΢վ2,2022/11/28 17:00,13,28,34,19.4,90
΢վ2,2022/11/28 18:00,15,30,33,19.1,89
΢վ2,2022/11/28 19:00,20,39,33,19.2,88
΢վ2,2022/11/28 20:00,22,43,30,19.1,87
΢վ2,2022/11/28 21:00,21,41,33,18.7,89
΢վ2,2022/11/28 22:00,25,48,28,18.6,87
΢վ2,2022/11/28 23:00,37,70,31,18.3,88
΢վ2,2022/11/29 0:00,36,69,31,18.1,88
΢վ2,2022/11/29 1:00,36,68,28,18.1,88
΢վ2,2022/11/29 2:00,15,29,21,16,91
΢վ2,2022/11/29 3:00,9,18,30,14.7,91
΢վ2,2022/11/29 4:00,6,13,24,14.8,88
΢վ2,2022/11/29 5:00,6,13,25,14.7,86
΢վ2,2022/11/29 6:00,6,13,28,14.1,90
΢վ2,2022/11/29 7:00,6,14,27,13.7,91
΢վ2,2022/11/29 8:00,7,16,24,13.5,89
΢վ2,2022/11/29 9:00,16,36,22,13.1,86
΢վ2,2022/11/29 10:00,20,47,26,12.3,87
΢վ2,2022/11/29 11:00,21,50,27,11.8,87
΢վ2,2022/11/29 12:00,18,43,22,10.6,87
΢վ2,2022/11/29 13:00,20,46,28,10.3,88
΢վ2,2022/11/29 14:00,22,54,25,10.5,83
